"X","id","source","source_id","bioguide_id","text","policy","policy_area","policy_legislative_discussion","policy_explanation","attack","attack_personal","attack_policy","attack_target","attack_explanation","outcome_bipartisanship","outcome_creditclaiming","outcome_explanation","date","bipartisanship_explanation","creditclaiming_explanation","year","first_name","last_name","state","type","tweet_id","url"
641294,962596,"newsletters",15086,"S001209"," Dear , This week, I met with young Virginians who are preparing for good-paying jobs, the educators who are preparing these future leaders for the demands of our economy, and Virginians who are working to grow our cyber workforce. I've also continued to call out Senator Tuberville's ridiculous blockade of more than 300 military nominations, use my voice to advocate for our region's farmers and producers as 2023 Farm Bill negotiations continue, and much more.",1,"['Education', 'Armed Forces and National Security', 'Agriculture and Food']",1,"Discusses education, military nominations, and Farm Bill.",0,0,1,NA,"The text is not a personal attack but a criticism of policy or action, specifically calling out Senator Tuberville's blockade of military nominations. It focuses on the senator's actions with regards to a specific issue and does not attack his character, integrity, intelligence, morality, or patriotism.",0,1,"Politician describes their own advocacy and actions.","2023-09-10","Politician describes their own advocacy and actions.","Politician describes their own advocacy and actions.",2023,"Abigail","Spanberger","VA","rep",1574849917037969408,""
76351,1767611,"statements",33506,"C001047","“The National Defense Authorization Act, or the NDAA as we call it, is an annual display of support for the national security of our country here in Congress. In fact, we have passed the NDAA for sixty-three consecutive years.",1,"[""Armed Forces and National Security""]",NA,"The text discusses the National Defense Authorization Act, which pertains to national security and military funding.",NA,0,0,"","The text does not criticize a policy, legislation, court decision, or person.",0,1,"","2024-07-31","The text does not mention or discuss bipartisanship, collaboration, cooperation, compromise, or willingness to find common ground.","The text mentions the consistent passage of the NDAA as an accomplishment of Congress.",2024,"Shelley","Capito","WV","sen",1566449437114875904,""
116465,1021726,"newsletters",11467,"C001063","I will continue fighting for them and ensure they have the necessary resources to continue thriving. HR 1606 - The Veteran Entrepreneurship Training Act of 2023 The Boots to Business Program is an important federal initiative that helps veterans, service members, and their families become small business owners.",1,"['Armed Forces and National Security', 'Commerce', 'Economics and Public Finance']",1,"Discusses veteran support, entrepreneurship, and a specific bill.",0,0,0,NA,"The text does not contain a personal attack. It is a statement of support for veterans and mentions a specific initiative to help them. There is no negative or derogatory language aimed at a person or political party, thus it does not qualify as an attack. It also does not criticize any policy, so it is not policy criticism.",0,1,"Mentions ensuring resources, but lacks bipartisan context.","2023-06-21","Mentions ensuring resources, but lacks bipartisan context.","Mentions ensuring resources, but lacks bipartisan context.",2023,"Henry","Cuellar","TX","rep",1582373433366614016,""
411184,12260,"statements",11297,"D000624","Congresswoman Debbie Dingell (MI-06) today released the following statement addressing the rising hate in the US, and calling for the continued release of all hostages, a bilateral ceasefire agreement to end the violence between Israel and Gaza, continued and significant humanitarian assistance to Palestinians in Gaza, and renewed efforts to establish a framework for lasting stability and peace in the region. “Since entering Congress, I have represented significant Arab and Jewish communities that I care deeply about.",1,"['International Affairs', 'Civil Rights and Liberties, Minority Issues']",0,"Mentions international peace efforts and addressing hate.",0,0,1,NA,"The text provided is a policy statement and does not attack the character, integrity, intelligence, morality, or patriotism of a person or political party. It is a call for actions to address hate, violence, and humanitarian issues, as well as a statement of care toward the congresswoman's constituents. This is considered policy criticism as it discusses political actions and aims without attacking individuals or groups.",0,0,"No mention of collaboration or credit.","2023-11-29","No mention of collaboration or credit.","No mention of collaboration or credit.",2023,"Debbie","Dingell","MI","rep",1581613425569824768,""
642537,1491846,"newsletters",24831,"L000603","On April 4th, Congressman Luttrell introduced the Emerging Innovative Border Technologies Act. This bipartisan legislation will require the Department of Homeland Security to submit a plan to Congress to identify, integrate, and deploy new, innovative, advanced technologies to enhance or address capability gaps in border security operations.",1,"['Armed Forces and National Security', 'Science, Technology, Communications']",1,"Discusses specific border security legislation.",0,0,0,NA,"The text describes the introduction of a legislative act by Congressman Luttrell, focusing on the details of the legislation without making any personal attacks or criticisms towards any individual or group. It does not attack the character, integrity, intelligence, morality, or patriotism of any person or political party, nor does it criticize policies. Instead, it simply provides information on the proposed legislation.",1,1,"Mentions bipartisan legislation; Congressman introduced a specific act.","2024-05-03","Mentions bipartisan legislation; Congressman introduced a specific act.","Mentions bipartisan legislation; Congressman introduced a specific act.",2024,"Morgan","Luttrell","TX","rep",1575152670343577600,""
131635,1064387,"newsletters",8958,"G000559","My Democratic colleagues and I stand united against this bill that would take food off kitchen tables, pull our children out of childcare, evict American families from their homes, and take hard-earned benefits away from our veterans. President Biden's budget has already reduced the deficit by $1.7 trillion during his first two years in office - the largest decline in American history - and will reduce the deficit by $3 trillion more over the next 10 years.",1,"['Agriculture and Food', 'Families', 'Housing and Community Development', 'Armed Forces and National Security', 'Economics and Public Finance']",1,"Mentions opposition to a bill affecting multiple policy areas.",0,0,1,NA,"The text criticizes a bill, suggesting negative consequences for various groups in society, but does not attack the character, integrity, intelligence, morality, or patriotism of any person or political party. It also contrasts the criticized bill with a positive statement about President Biden's budget, which is an example of policy criticism, not a personal attack.",0,1,"No collaboration mentioned, but claims Biden's budget success","2023-04-30","No collaboration mentioned, but claims Biden's budget success","No collaboration mentioned, but claims Biden's budget success",2023,"John","Garamendi","CA","rep",1569750106412294144,""
372665,1096627,"newsletters",7043,"W000816","Americans deserve to know the truth and this act requires the Biden Administration to declassify all information relating to potential links between the Wuhan Institute of Virology and the origin of COVID-19. I will continue to fight for transparency for the American people to ensure we hold Communist China accountable.",1,"['Government Operations and Politics', 'Health', 'International Affairs']",1,"Discusses an act requiring declassification.",0,0,1,NA,"The text is not making a personal attack. It calls for the Biden Administration to declassify information and holds a position on transparency and accountability regarding China. The text is critical of policy or actions relating to transparency and accountability without attacking the character, integrity, intelligence, morality, or patriotism of a person or a political party.",0,1,"The text claims effort in transparency, no bipartisanship mentioned.","2023-03-12","The text claims effort in transparency, no bipartisanship mentioned.","The text claims effort in transparency, no bipartisanship mentioned.",2023,"Roger","Williams","TX","rep",1583427883422269440,""
140588,323135,"floor",23001,"G000386","Accordingly, the VA's memo to the committee in advance of the Bradsher vote was not only misleading, but it was also arguably obstructive conduct meant to deceive and frustrate the Congress from knowing the full set of facts in this matter. Such conduct is indefensible.",1,"['Armed Forces and National Security', 'Government Operations and Politics']",0,"References VA and Congress, implying policy but no specific legislation.",0,0,1,NA,"The text criticizes the VA's conduct in relation to a congressional matter, focusing on actions such as misleading and obstruction. It does not attack the character, integrity, intelligence, morality, or patriotism of any person or political party, but rather criticizes the actions and conduct of an entity in a specific instance.",0,0,"Text lacks references to collaboration or achievements.","2023-09-07","Text lacks references to collaboration or achievements.","Text lacks references to collaboration or achievements.",2023,"Charles","Grassley","IA","sen",1573429541887959040,""
302326,60091,"newsletters",17901,"W000809","Our friends in Ukraine-strongly responding to an unprovoked attack from Vladimir Putin's war machine. These wars display the pure, unfathomable evil that our brave men and women in uniform have historically fought and defeated-leading with courage and unwavering dedication to defending the land of the free.",1,"['Armed Forces and National Security', 'International Affairs']",0,"References military operations and international relations.",0,0,1,NA,"The text criticizes the actions of Vladimir Putin's war machine, which can be interpreted as a criticism of policy or military action. It does not attack the character, integrity, intelligence, morality, or patriotism of an individual or a political party. While the term 'evil' is used, it is in reference to the nature of the wars or conflict itself, rather than a personal attack on Vladimir Putin or any specific individual or group. Therefore, the text is not a personal attack but a criticism of actions related to policy or military aggression.",0,0,"No mention of bipartisan cooperation or political credit.","2023-11-10","No mention of bipartisan cooperation or political credit.","No mention of bipartisan cooperation or political credit.",2023,"Steve","Womack","AR","rep",1578804267200102400,""
100128,1453196,"newsletters",24136,"D000615","Biden's Policies Worsen Global Energy Poverty For the billions in the unempowered world, Joe Biden's LNG ban policy is a backward step that we should not take. Congress should do everything to stop this effort.",1,"['Energy', 'International Affairs']",0,"Discusses energy policy and international impact, no specific legislation mentioned.",0,0,1,NA,"The text criticizes a policy attributed to Joe Biden, specifically regarding an LNG ban policy, and suggests that it negatively affects global energy poverty. It suggests that Congress should act against this policy. This is not an attack on Joe Biden's character, integrity, intelligence, morality, or patriotism. Instead, it is a criticism of a specific policy decision.",0,0,"No mention of cross-party cooperation or accomplishments.","2024-04-19","No mention of cross-party cooperation or accomplishments.","No mention of cross-party cooperation or accomplishments.",2024,"Jeff","Duncan","SC","rep",1569718295825113088,""
825972,13508,"floor",33489,"N000194","Mr. Speaker, I rise in support of the No Funds for Iranian Terrorism Act. For years, the Iranian regime has aided and abetted terrorist organizations, including Hamas.",1,"['Foreign Trade and International Finance', 'Armed Forces and National Security']",1,"References specific act and discusses foreign policy and security.",0,0,1,NA,"The text is a criticism of the Iranian regime's policy of aiding and abetting terrorist organizations, including Hamas. It does not attack the character, integrity, intelligence, morality, or patriotism of a specific person or a political party.",0,0,"No mention of collaboration or accomplishments.","2023-11-30","No mention of collaboration or accomplishments.","No mention of collaboration or accomplishments.",2023,"Wiley","Nickel","NC","rep",1569387582869364736,""
854862,155983,"newsletters",18970,"O000175","My bill forces Joe Biden to remove the rule. Urging UAP Transparency I recently joined the Congressional UAP Caucus along with Reps: Tim Burchett (TN-02); Anna Paulina Luna (FL-13); Eric Burlison (MO-07); Jared Moskowitz (FL-23); and Nancy Mace (SC-01).",1,"['Armed Forces and National Security', 'Science, Technology, Communications']",1,"Mentions a bill and UAP (Unidentified Aerial Phenomena) Caucus.",0,0,1,NA,"The text discusses a legislative action regarding a rule and mentions joining a Congressional Caucus with other representatives. It does not attack the character, integrity, intelligence, morality or patriotism of a person or political party. It is a policy criticism as it implies disagreement with a rule associated with Joe Biden.",0,1,"Claims credit for bill and caucus membership, no bipartisan discussion.","2023-12-06","Claims credit for bill and caucus membership, no bipartisan discussion.","Claims credit for bill and caucus membership, no bipartisan discussion.",2023,"Andrew","Ogles","TN","rep",1570492417941569536,""
267181,148138,"statements",9906,"S001148","Other times, the harm happens unintentionally, like when veterans can’t access healthcare benefits because of broken systems in the Department of Veterans Affairs (VA). One of my top priorities over the past year has been addressing widespread concerns about the VA’s rollout of a new but flawed Electronic Health Record (EHR) system at the Boise VA Medical Center.",1,"['Armed Forces and National Security', 'Health']",0,"Discusses veterans' healthcare access and EHR systems.",0,0,1,NA,"The text is not a personal attack because it does not target the character, integrity, intelligence, morality, or patriotism of a person or political party. Instead, it is a policy criticism highlighting issues with the rollout of a new Electronic Health Record system by the Department of Veterans Affairs and its impact on veterans' access to healthcare benefits. The criticism is aimed at a government system, not an individual or a political party.",0,1,"Claims addressing VA issues, no bipartisanship mentioned","2023-11-08","Claims addressing VA issues, no bipartisanship mentioned","Claims addressing VA issues, no bipartisanship mentioned",2023,"Michael","Simpson","ID","rep",1569689751938121728,""
609571,1781836,"floor",56577,"E000246","While obvious security gaps were present, I commend the bravery of the individual Secret Service agents, local law enforcement, and Emergency Medical Services, who took immediate action to protect and care for President Trump. America stands with Israel As Israel continues to fight for its right to exist, I remain committed to supporting one of our staunchest Middle Eastern allies.",1,"['Armed Forces and National Security', 'International Affairs']",NA,"The text mentions security gaps and support for Israel, relating to national security and international affairs.",NA,0,0,"","The text does not criticize any policy, legislation, or person.",0,0,"","2024-08-06","The text does not discuss bipartisanship or working across the aisle.","The text does not claim credit for legislation or accomplishments.",2024,"Charles (Chuck)","Edwards","NC","rep",1590098522057355264,""
339643,365613,"floor",16289,"W000817","I will be asking the Senate to confirm Calendar No. 194. This nominee from Falmouth, MA, if confirmed, will be the Deputy Commander of the US Fleet Forces Command, which is responsible for training and providing combat-ready Navy forces wherever combatant commanders need them, and we need him.",1,"['Armed Forces and National Security']",0,"Discusses military personnel appointment, not specific legislation.",0,0,0,NA,"The text is a statement regarding a Senate confirmation request for a nominee from Falmouth, MA, for a military position. It does not contain any personal attacks or criticisms of policies, individuals, or political parties. It is simply an informative statement about a procedural matter.",0,0,"Text lacks any political collaboration or personal accomplishments.","2023-05-31","Text lacks any political collaboration or personal accomplishments.","Text lacks any political collaboration or personal accomplishments.",2023,"Elizabeth","Warren","MA","sen",1570940600001650688,""
331464,62316,"floor",31697,"T000472","I believe that it would make more sense for us to have primary jurisdiction over the TAP program to make sure the transition from the military to civilian life is as smooth as possible. We work with VA on healthcare and benefits delivery every single day, and we are better positioned than the Armed Services Committee to ensure veterans understand what life will look like out of the military.",1,"['Armed Forces and National Security']",0,"Discusses veterans' transition policies but no specific legislation.",0,0,1,NA,"The text is a policy criticism concerning jurisdiction over the Transition Assistance Program (TAP) and does not attack any individual or political party. It discusses the perceived benefits of having primary jurisdiction over the program for the purpose of veterans' transition to civilian life.",0,0,"No mention of cross-party cooperation or credit for actions.","2023-11-13","No mention of cross-party cooperation or credit for actions.","No mention of cross-party cooperation or credit for actions.",2023,"Mark","Takano","CA","rep",1582064082492047360,""
23318,372285,"floor",13097,"W000437","As we recruit, we must never lose sight of our current troops. We will continue to care for servicemembers and their families.",1,"['Armed Forces and National Security']",0,"Discusses care for servicemembers, a national security issue.",0,0,0,NA,"The text does not contain a personal attack or criticism of policy. It simply expresses a commitment to caring for servicemembers and their families.",0,0,"No mention of cross-party cooperation or credit for actions.","2023-03-15","No mention of cross-party cooperation or credit for actions.","No mention of cross-party cooperation or credit for actions.",2023,"Roger","Wicker","MS","sen",1568599680920977408,""
367129,1462525,"floor",46085,"B001305","We should send Israel the weapons they need to eliminate Hamas and free the remaining hostages--one, by the way, who is a North Carolinian. We should counter the Chinese Communist Party's military aggression in the Indo-Pacific and its social media subversion inside our country.",1,"['Armed Forces and National Security', 'International Affairs']",0,"Discusses military support and countering foreign aggression.",0,0,1,NA,"The text discusses sending support to Israel and countering actions by the Chinese Communist Party. It criticizes the actions and policies of the Chinese Communist Party but does not attack the character, integrity, intelligence, morality, or patriotism of any particular person or a political party. Therefore, it is not a personal attack but is a criticism of policy regarding defense and international relations.",0,0,"Text discusses foreign policy, no bipartisanship or credit-claiming evident.","2024-04-23","Text discusses foreign policy, no bipartisanship or credit-claiming evident.","Text discusses foreign policy, no bipartisanship or credit-claiming evident.",2024,"Ted","Budd","NC","sen",1585077967805644800,""
462372,1276566,"newsletters",21268,"M001205","I'm also excited to announce seven West Virginia students that I nominated for our nation's service academies. I wish them all the best in their training and studies as they go to serve in the most powerful military in the world and protect the United States from foreign adversaries.",1,"['Armed Forces and National Security', 'Education']",0,"Discusses military service and education.",0,0,0,NA,"The text is a statement of congratulations and support for students nominated to service academies. It does not contain any personal attacks or criticisms of policies, nor does it target any individuals or political parties. It is purely an expression of good wishes and patriotism.",0,1,"Announcement involves credit for nominations, not policy.","2024-02-04","Announcement involves credit for nominations, not policy.","Announcement involves credit for nominations, not policy.",2024,"Carol","Miller","WV","rep",1583192196471455744,""
213236,264880,"floor",27443,"M001169","We had a day-one strategy, but we did not have a day-two strategy, and we paid a horrible price. After al-Qaida fled and the Taliban government collapsed, we spent 20 years trying to ``win'' without a clear idea of what ``winning'' was, how it would be accomplished, or how that was actually linked to making America safer.",1,"['Armed Forces and National Security']",0,"Discussing military operations and objectives.",0,0,1,NA,"The text is not attacking any individual or political party personally. It is a criticism of the policy and strategy related to military actions and foreign policy. It discusses the lack of a clear strategy and goal in a military context, which is a form of policy criticism, but it does not attack the character, integrity, intelligence, morality, or patriotism of any person or political party.",0,0,"Text lacks mention of bipartisanship or credit-claiming.","2023-10-18","Text lacks mention of bipartisanship or credit-claiming.","Text lacks mention of bipartisanship or credit-claiming.",2023,"Christopher","Murphy","CT","sen",1576322755376869376,""
480273,1695731,"statements",27947,"S000250","In 2016, DoD, through its Defense Counterintelligence and Security Agency—or DCSA—began crafting the idea of a new, innovative, personnel vetting information technology system. That system is called the National Background Investigation Services system—or NBIS.",1,"['Armed Forces and National Security']",NA,"The text discusses the development of a personnel vetting information technology system by the Department of Defense.",NA,0,0,"","The text does not criticize a person, party, policy, or legislation.",0,0,"","2024-06-26","The text does not discuss bipartisanship or working across the aisle.","The text does not take credit for creating or passing legislation.",2024,"Pete","Sessions","TX","rep",1583549992773394432,""
432428,1119599,"newsletters",5721,"N000189","As more information arises about this situation, it's becoming clearer that the Biden Administration should have acted to neutralize the threat immediately after learning about it. The spy balloon first entered Alaskan airspace near the Aleutian Islands and was only brought to the public's attention by a local reporter after going through Canada and re-entering US airspace above Montana.",1,"['Armed Forces and National Security']",0,"Discusses national security and military response.",0,0,1,NA,"The text is a criticism of the actions taken by the Biden Administration regarding a situation involving a spy balloon. It does not attack the character, integrity, intelligence, morality, or patriotism of any person or political party, but rather criticizes the timing and response of the administration's policy decision.",0,0,"Text lacks discussion of cooperation or credit-claiming.","2023-02-08","Text lacks discussion of cooperation or credit-claiming.","Text lacks discussion of cooperation or credit-claiming.",2023,"Dan","Newhouse","WA","rep",1570157667963834368,""
794071,1101145,"newsletters",6802,"C001133","Back in Arizona, I spoke with members of the Oro Valley American Legion - one of the largest posts in our region serving over 500 members - about supporting military families, improving the VA, and enhancing opportunity after discharge. Reading Across America I was thrilled to join students at Legacy Traditional School in Northwest Tucson to celebrate Read Across America Day!",1,"['Armed Forces and National Security', 'Education']",0,"Discusses military families, VA, and education events.",0,0,0,NA,"The text is neither a personal attack nor policy criticism. It simply describes engagement with a community and participation in events that celebrate reading and support military families.",0,1,"No mention of cross-party efforts; politician discusses engagement and support.","2023-03-07","No mention of cross-party efforts; politician discusses engagement and support.","No mention of cross-party efforts; politician discusses engagement and support.",2023,"Juan","Ciscomani","AZ","rep",1578109853784018944,""
698463,160582,"newsletters",18897,"G000593","In the month of October alone, Border Patrol Agents recorded 310,000 encounters at the southern border, arrested 3,300 illegal migrants with criminal convictions, including 12 individuals that appear in the terrorist watchlist, and over 4,200 Chinese nationals. Secretary Mayorkas has violated and subverted his oath to office and his duty to defend our homeland and will be held accountable.",1,"['Immigration', 'Armed Forces and National Security']",0,"Discusses immigration and national security without specific legislation.",0,0,1,NA,"The text criticizes Secretary Mayorkas's performance in his role by suggesting that he has violated his oath and duty. However, it stops short of attacking his character, integrity, intelligence, morality, or patriotism. Instead, it focuses on his actions and responsibilities as Secretary. Therefore, it is a criticism of his policy and job performance, not a personal attack.",0,0,"Text lacks discussion of collaboration or credit for actions.","2023-12-04","Text lacks discussion of collaboration or credit for actions.","Text lacks discussion of collaboration or credit for actions.",2023,"Carlos","Gimenez","FL","rep",1583090831619395584,""
653059,1117503,"newsletters",5788,"S001217","This bill would prevent a default and ensure the benefits of government-funded programs that primarily impact seniors, service members, and veterans, such as Social Security and Medicare, are prioritized and protected. Read the full letter HERE.",1,"['Economics and Public Finance', 'Health', 'Armed Forces and National Security']",1,"The text explicitly mentions a bill.",0,0,0,NA,"The text is providing information about a bill and its intended effects on government-funded programs, without making any personal attacks or criticizing any policies. It is a neutral statement intended to inform about the bill's objectives without expressing a negative opinion.",0,0,"Text lacks explicit bipartisan cooperation or credit-claiming elements.","2023-02-10","Text lacks explicit bipartisan cooperation or credit-claiming elements.","Text lacks explicit bipartisan cooperation or credit-claiming elements.",2023,"Rick","Scott","FL","sen",1580158895535767552,""
418172,155662,"newsletters",19017,"W000822","You can call our office at 609-883-0026, visit my District Office at 850 Bear Tavern Road in Ewing, or you can visit my website at Protecting Our Veterans' Memories Act This Veterans Day, Congressman Andy Kim and I reintroduced the Protecting Our Veterans' Memories Act , which will help our state-run veteran cemeteries properly honor those who served our nation by assisting the VA with the cost associated with funerals of veterans' spouses and dependents. Fighting Antisemitism The rising threat of antisemitism and the hateful rhetoric that accompanies it is deeply upsetting and must be addressed in a concrete way.",1,"['Armed Forces and National Security', 'Civil Rights and Liberties, Minority Issues']",1,"Mentions reintroduction of a specific act.",0,0,0,NA,"The text provided is informational in nature, offering contact details and discussing legislative actions regarding veteran support and fighting antisemitism. There is no personal attack or policy criticism present.",0,1,"Mentions legislation introduction, not bipartisanship.","2023-12-07","Mentions legislation introduction, not bipartisanship.","Mentions legislation introduction, not bipartisanship.",2023,"Bonnie","Watson Coleman","NJ","rep",1579908113360388096,""
413007,1228289,"statements",14116,"T000482",", fighting climate change, and ensuring America’s energy independence with robust, transformative investments in deploying clean energy technologies in communities across the country, and providing funding for cutting-edge scientific and climate-related research. Honoring our commitments to our veterans by ensuring they receive the care and benefits that they have earned and investing in veterans’ health care, including targeted investments that advance women's health, mental health, and homelessness assistance.",1,"['Energy', 'Environmental Protection', 'Armed Forces and National Security', 'Veterans’ issues', 'Health']",0,"Discusses energy, environment, veterans' health, not specific legislation.",0,0,1,NA,"The text presents policy proposals and positive statements about investments in clean energy, scientific research, and veterans’ health care. It does not contain any personal attacks against individuals or political parties. It discusses policy measures and investments, which classifies it as policy criticism, not a personal attack.",0,1,"Text claims credit for funding and investments.","2024-03-06","Text claims credit for funding and investments.","Text claims credit for funding and investments.",2024,"Lori","Trahan","MA","rep",1582753710559502336,""
198163,421903,"floor",7266,"M000312","Unlike in Trump's case, Biden doesn't appear to have tried to assert ownership of the files, to obstruct their handover or make outlandish claims that he had previously declassified them based on an undisclosed private thought. Trump is being investigated by Smith to see whether he infringed the Espionage Act by keeping classified material and for the possible obstruction of justice.",1,"['Government Operations and Politics', 'Armed Forces and National Security', 'Law']",0,"Discusses classified material handling and legal consequences.",0,0,1,NA,"The text is comparing the actions of two presidents but does not attack their character, integrity, intelligence, morality or patriotism. It is criticizing the actions and decisions made by Trump in his handling of classified files, which is a matter of policy and executive conduct, not a personal attack.",0,0,"Text focuses on legal issues, not policy or credit.","2023-01-10","Text focuses on legal issues, not policy or credit.","Text focuses on legal issues, not policy or credit.",2023,"James","McGovern","MA","rep",1580607658402676736,""
594878,1335348,"statements",14295,"B001315","An additional $60.6 million in funding requested by Congresswoman Budzinski for veterans’ suicide prevention outreach initiatives. An additional $17 million in funding requested by Congresswoman Budzinski for the US Department of Veterans Affairs’ Medical and Prosthetic Research Program.",1,"['Armed Forces and National Security', 'Health']",1,"Mentions funding requests for veterans' health initiatives.",0,0,0,NA,"The text is not making a personal attack or criticizing a policy, rather it is providing information about funding requested for veterans' initiatives.",0,1,"Text highlights funding requested by a Congresswoman, indicating credit-claiming.","2024-03-12","Text highlights funding requested by a Congresswoman, indicating credit-claiming.","Text highlights funding requested by a Congresswoman, indicating credit-claiming.",2024,"Nicole (Nikki)","Budzinski","IL","rep",1574454705043939328,""
185417,1690516,"statements",21680,"S001150","Accountability is crucial for lasting peace in the South Caucasus,” they concluded. ###",1,"[""International Affairs""]",NA,"The text discusses accountability in the context of lasting peace, which relates to international affairs.",NA,0,0,"","The text does not criticize or attack any person or political party.",0,0,"","2024-07-09","The text does not discuss bipartisanship or working across the aisle.","The text does not take credit for any actions or accomplishments.",2024,"Adam","Schiff","CA","rep",1567567020887097344,""
10479,15696,"statements",11199,"K000367","WASHINGTON - US Senator Amy Klobuchar (D-MN), a member of the Senate Agriculture Committee, released the statement below after a trade dispute panel established under the United States-Mexico-Canada Agreement (USMCA) rejected a complaint that Canada has overly restricted US dairy imports and violated USMCA obligations. “This decision fails to align with key principles of our trade agreement with Canada and puts Minnesota dairy producers at a disadvantage.",1,"['Agriculture and Food', 'Foreign Trade and International Finance']",1,"Discusses trade agreements and dairy imports policy.",0,0,1,NA,"The text is a criticism of a trade panel decision and its implications for Minnesota dairy producers, without making a personal attack on any individual's character, integrity, intelligence, morality, or patriotism.",0,0,"No discussion of cooperation or personal accomplishments.","2023-11-28","No discussion of cooperation or personal accomplishments.","No discussion of cooperation or personal accomplishments.",2023,"Amy","Klobuchar","MN","sen",1574432609085464576,""
104624,300415,"newsletters",20737,"G000565","I have some good news: Biden's latest land grab attempt has been foiled! Because of pressure from me and other members of congress, the Securities and Exchange Commission announced this week it was withdrawing its proposed rule that would have allowed foreign governments, including the People's Republic of China, to invest in companies seeking to lock up public lands, including large farmlands and national parks.",1,"['Government Operations and Politics', 'Public Lands and Natural Resources', 'Foreign Trade and International Finance']",1,"References SEC rule and foreign investment policy.",0,0,1,NA,"The text is a criticism of a policy proposal related to land use and investment by foreign governments. It does not attack the character, integrity, intelligence, morality, or patriotism of a person or political party.",0,1,"Text claims personal political accomplishment.","2024-01-20","Text claims personal political accomplishment.","Text claims personal political accomplishment.",2024,"Paul","Gosar","AZ","rep",1569768680170594304,""
311686,1695316,"statements",25033,"S001196","Tomorrow, all eyes will be on Georgia where the American people will hear directly from President Trump and as well as President Joe Biden in the first debate. It will be clear to the American people that President Trump’s America First agenda delivered the securest border in our nation’s history, a booming economy–helping families, small businesses, manufactures, and farms–American energy independence, and peace through strength.",1,"[""Immigration"", ""Economics and Public Finance"", ""Energy"", ""Armed Forces and National Security""]",NA,"The text discusses border security (Immigration), economic growth (Economics and Public Finance), energy independence (Energy), and peace through strength (Armed Forces and National Security).",NA,0,0,"","The text does not question the character, integrity, intelligence, morality, or patriotism of a person or political party.",0,1,"","2024-06-26","There is no discussion of bipartisanship, collaboration, or finding common ground between Democrats and Republicans.","The text credits President Trump with various accomplishments such as a secure border, booming economy, and energy independence.",2024,"Elise","Stefanik","NY","rep",1583195027106189312,""
365574,1312454,"newsletters",22898,"B001301","Rep. Bergman thanked her for her tenacity and unrelenting support of this vital legislation that will change the lives of our Nation's heroes. ### Click Here to view this email in your browser Click Here to be removed from this list",1,"['Armed Forces and National Security']",1,"Refers to vital legislation affecting veterans.",0,0,0,NA,"The text praises an individual for their support of legislation. There is no attack on any person or political party, nor is there any policy criticism present.",0,1,"Thanks given for support, implies accomplishment, not bipartisanship.","2024-03-20","Thanks given for support, implies accomplishment, not bipartisanship.","Thanks given for support, implies accomplishment, not bipartisanship.",2024,"Jack","Bergman","MI","rep",1571894227034075136,""
406246,1813963,"statements",34935,"W000823","Congressman Waltz sits on the House Armed Services Committee, and is Chairman of the Subcommittee on Readiness. ###",1,"['Armed Forces and National Security']",NA,"The text mentions Congressman Waltz's involvement in the House Armed Services and Readiness committees, which relate to national security and defense readiness.",NA,0,0,"","The text provides factual information about Congressman Waltz's committee roles without attacking or criticizing.",0,0,"","2024-08-24","The text does not mention bipartisanship or cooperation between Democrats and Republicans.","The text does not claim credit for legislation or accomplishments.",2024,"Michael","Waltz","FL","rep",1574066197561192448,""
502265,322269,"floor",23281,"B001299","As the chairman said, this bill is named in honor of Mahsa Amini, a young woman in Iran who was killed by the Iranian regime nearly almost exactly 1 year ago this week. Mahsa died after being snatched off the street and brutally beaten by a patrol of the regime's so-called morality police all because she was not wearing her headscarf correctly in public.",1,"['International Affairs', 'Civil Rights and Liberties, Minority Issues']",1,"Text references a bill and human rights.",0,0,1,NA,"The text is criticizing the actions of the Iranian regime's morality police and the circumstances leading to Mahsa Amini's death. It does not contain an attack on the character, integrity, intelligence, morality, or patriotism of a person or political party, as outlined in the initial instructions. Instead, it is a criticism of the policy and conduct of the morality police in Iran.",0,0,"No mention of collaboration or credit.","2023-09-12","No mention of collaboration or credit.","No mention of collaboration or credit.",2023,"Jim","Banks","IN","rep",1566791365840756736,""
